id,X,Y,M,V
2929,-20.32887,357.6817,102.66063,0.437416
2930,-114.287186,-75.81725,70.696304,0.6347821
2931,-162.80461,332.41388,21.585415,0.5956908
2932,215.04985,339.67233,129.50679,0.4834266
2933,-27.83133,71.27328,137.50279,0.39716193
2934,280.75128,-233.10501,76.53225,0.20250347
2935,-321.85007,-277.88794,80.18818,0.4603757
2936,-226.35968,-290.24347,68.55385,0.38697758
2937,399.95587,7.4927726,33.829216,0.47726133
2938,176.92021,-225.18457,52.322086,0.6433269
2939,-4.7667418,-312.94803,136.92343,0.5118429
2940,-277.94385,156.95537,59.23382,0.5960574
2941,-245.03993,-50.27822,19.334799,0.4218075
2942,-317.86862,344.52365,118.36656,0.467749
2943,-365.3837,-214.49817,102.786964,0.61861545
2944,62.18293,227.40965,140.96828,0.4349959
2945,-249.36234,398.08383,115.024414,0.64148426
2946,241.23613,-336.07776,116.38983,0.51300114
2947,26.536913,-335.1845,47.18774,0.6136571
2948,165.43687,287.00772,47.611755,0.20250347
2949,243.53531,363.97977,132.16461,0.4680555
2950,20.025475,125.890854,96.4595,0.4683897
2951,283.2689,403.56427,55.574432,0.59030706
2952,-11.700781,-355.90195,95.21321,0.67939585
2953,152.3961,56.87097,141.80261,0.5988839
2954,192.99146,-322.9558,25.863274,0.4867504
2955,-70.45158,228.9951,93.73303,0.49717164
2956,-28.98517,-384.05997,68.81723,0.20250347
2957,-246.50526,-391.95395,91.350006,0.20250347
2958,-400.4559,211.11705,115.12596,0.6022132
2959,-193.1637,-125.93634,65.65733,0.4548792
2960,-289.71545,-148.99039,86.24023,0.48679963
2961,-406.4809,42.410957,51.008152,0.5821872
2962,-223.0169,-207.41742,41.010147,0.51025575
2963,7.433373,-367.29117,86.122696,0.46071798
2964,-28.205345,-91.77437,22.178791,0.4920725
2965,92.63986,180.88431,106.685196,0.60113454
2966,-258.27435,-209.8659,163.81013,0.63767654
2967,353.16766,302.83408,42.28157,0.48014805
2968,117.39327,386.51242,121.79374,0.24111679
2969,10.110769,275.45355,143.29683,0.31145203
2970,-1.3134499,-168.63927,128.20497,0.6706913
2971,129.89964,-133.59435,54.01638,0.20250347
2972,76.81078,-182.18875,72.24068,0.6341048
2973,90.140434,-96.69254,131.39621,0.4035269
2974,-132.80733,21.35859,99.54434,0.6610162
2975,344.04208,-94.630455,72.34262,0.3896948
2976,222.69673,-275.41354,42.309303,0.20250347
2977,-263.6395,-180.04797,97.67785,0.20250347
2978,61.341503,-110.874084,47.083813,0.39138827
2979,-25.676756,220.89606,88.22812,0.64496744
2980,280.2965,-277.0577,136.13452,0.41137964
2981,284.82596,226.58316,65.16522,0.68279886
2982,-287.92093,342.31885,59.67653,0.47322023
2983,-130.93579,-382.06604,25.435562,0.64939404
2984,249.5092,302.08624,26.932674,0.7027575
2985,-8.143553,-244.5372,39.50846,0.20250347
2986,27.356417,32.26052,88.0632,0.5463349
2987,-148.77663,-98.27457,51.960564,0.40135646
2988,325.5052,-10.652462,125.02193,0.40441626
2989,73.26998,-191.58133,23.983181,0.43633744
2990,282.6418,398.95932,114.54483,0.5659372
2991,-85.74487,-349.5823,28.513708,0.22170192
2992,-188.21002,146.17404,54.04161,0.20250347
2993,335.7659,-147.74025,105.94698,0.20250347
2994,-318.404,356.8159,79.15717,0.5364182
2995,-403.34415,-274.30417,107.64759,0.38001046
2996,-84.145874,-411.7262,45.680534,0.41653407
2997,127.161064,-92.614876,34.284817,0.6899289
2998,-386.90387,53.394222,118.51953,0.4625972
2999,-198.79884,-146.66165,119.4445,0.646723
3000,-301.05893,62.97532,64.753845,0.44306585
3001,-256.65186,-143.4053,126.593216,0.26352614
3002,317.53464,-351.52887,101.64321,0.5099515
3003,-16.022182,-226.88875,62.190773,0.3944841
3004,-360.20126,-322.55765,99.84665,0.5059787
3005,241.68872,333.55966,135.184,0.20568705
3006,336.42096,-215.9826,122.803894,0.49462575
3007,-146.92516,131.27861,26.828278,0.5190474
3008,-59.991306,109.318695,125.41955,0.5051552
3009,-167.90332,368.27106,120.99321,0.38977975
3010,-126.412994,287.152,51.050816,0.20250347
3011,120.686165,24.40047,123.3799,0.7091405
3012,-370.67267,285.57193,128.93692,0.31293294
3013,198.99309,-283.8673,110.31745,0.20265856
3014,-419.52444,-201.15811,57.33356,0.6521886
3015,-291.2973,377.8328,89.0341,0.6419101
3016,-269.00674,323.73553,29.421583,0.6485799
3017,115.02986,-156.64479,112.74968,0.38548958
3018,36.12548,224.38565,49.30628,0.48843515
3019,55.423794,-58.369526,32.86709,0.5633346
3020,-396.63474,145.47101,127.702034,0.62642807
3021,-348.1672,124.83865,100.666664,0.20250347
3022,-415.12418,208.85683,60.105865,0.41383654
3023,76.743706,-97.928696,85.29605,0.4709671
3024,-6.6088552,-358.31604,53.56204,0.6052593
3025,325.71735,405.3012,46.66095,0.65179586
3026,-162.85478,377.93036,116.88706,0.49406725
3027,-109.9655,341.19122,87.32052,0.5727099
3028,-334.8037,118.821785,126.98196,0.20250347
3029,178.21762,0.32257417,134.5986,0.20250347
3030,-252.29872,298.82584,69.814095,0.3887087
3031,402.63547,93.432465,59.28632,0.510543
3032,-162.5973,-376.6442,118.07433,0.70970285
3033,218.148,307.62848,134.75429,0.5786704
3034,-185.04279,-171.19432,35.792553,0.6860334
3035,352.8694,0.010629397,132.29732,0.5095554
3036,-64.85287,373.66418,103.60298,0.6376754
3037,133.22072,-102.65712,134.57552,0.4336344
3038,-325.15665,-107.82506,115.10078,0.7079492
3039,-122.17136,296.3829,21.199383,0.53911084
3040,-301.92807,-122.8208,36.50492,0.5810806
3041,8.567539,-268.1017,107.28249,0.20250347
3042,-48.96336,207.54266,73.84994,0.5258865
3043,6.2338333,102.399055,43.11232,0.40264273
3044,-99.140114,4.7442303,31.712519,0.72648066
3045,-380.97635,292.98514,108.37508,0.61318
3046,188.57883,324.33865,81.049324,0.5655903
3047,396.89304,-92.36628,135.65852,0.37911746
3048,170.7939,365.8992,54.648575,0.67109716
3049,66.68607,-214.31534,137.987,0.54603505
3050,-364.2198,-58.145596,44.994186,0.6805013
3051,-26.955372,334.81372,34.698296,0.20250347
3052,-278.84146,-288.631,136.0795,0.20250347
3053,-67.08516,-106.206726,101.414825,0.50859904
3054,-296.01886,227.49118,83.19954,0.44610116
3055,219.07822,62.82845,64.945656,0.44482008
3056,-175.96819,382.87967,103.556854,0.20250347
3057,362.84485,205.78304,52.622677,0.38634673
3058,26.601639,-208.45163,101.84136,0.49588776
3059,83.820496,-69.958534,78.76306,0.20250347
3060,211.99156,97.37234,108.9126,0.2924722
3061,-115.17915,-5.825426,64.55178,0.7214948
3062,-84.187454,-142.33041,72.33771,0.67283696
3063,321.49628,349.65768,114.92492,0.34889066
3064,296.33652,-72.068344,35.413757,0.20250347
3065,-361.13177,296.62814,81.68629,0.68078756
3066,-41.488422,-387.2867,128.47,0.53025377
3067,-53.78366,354.26407,32.847775,0.66309804
3068,19.247866,179.93274,21.038315,0.6331316
3069,-12.138238,-75.4927,20.813353,0.42263657
3070,-56.17584,29.367722,102.44247,0.20250347
3071,356.9413,-285.9794,93.83181,0.60917217
3072,246.9053,-207.45782,73.793144,0.68138045
3073,265.50336,247.16968,64.23861,0.6896554
3074,136.6797,-181.20247,87.25521,0.6112372
3075,208.13954,-101.9397,140.31819,0.53435487
3076,-382.26828,-314.11987,94.118835,0.20250347
3077,-35.898476,266.1377,144.6291,0.5525891
3078,-391.08365,-233.18222,80.5622,0.5650705
3079,106.98449,328.46994,27.540789,0.50712633
3080,157.02249,248.40843,116.6525,0.20250347
3081,-116.70021,107.93202,30.739252,0.4727643
3082,-69.578476,330.1544,89.06377,0.36019582
3083,382.63992,253.31699,40.40132,0.6360404
3084,-177.59157,23.924545,45.3286,0.39237246
3085,-55.30431,-226.99461,73.699524,0.6785161
3086,-351.04736,364.94006,33.518757,0.53890324
3087,211.3149,-354.96622,143.07683,0.44432053
3088,326.17416,204.0142,140.39044,0.31534925
3089,206.70526,373.09305,63.370365,0.45143604
3090,162.65976,-404.50464,121.37797,0.46002492
3091,259.94153,-207.20071,95.24391,0.39052042
3092,-129.27576,273.56137,113.371735,0.57199156
3093,-219.87875,-420.7327,93.089714,0.2674253
3094,-398.23172,186.8571,114.915276,0.48166287
3095,151.62848,168.41193,74.95066,0.6239813
3096,154.32664,-187.077,76.79914,0.3809604
3097,-109.3674,-46.21924,104.353966,0.71730524
3098,221.38084,-382.57996,68.199005,0.576271
3099,-277.34305,-140.87784,44.358864,0.41583812
3100,18.438602,381.57266,118.26143,0.61353856
3101,229.28098,395.84042,112.81517,0.42706168
3102,-251.75772,-151.47385,66.444466,0.68526024
3103,312.71835,-57.168884,69.00299,0.20250347
3104,244.92279,25.942133,104.09293,0.68610036
3105,349.52786,357.22943,102.30142,0.65017474
3106,-147.92126,266.958,124.08196,0.20415965
3107,289.37268,-211.38449,136.33769,0.20250347
3108,270.3221,-201.61522,21.235136,0.64088964
3109,160.46027,69.630974,75.77951,0.7095567
3110,101.87968,-339.22324,36.95832,0.3575867
3111,53.275593,-38.33252,107.083496,0.6414903
3112,-71.81178,-399.93903,74.13467,0.64175254
3113,328.76273,-346.52643,90.613045,0.64630467
3114,-326.47855,337.0961,115.561584,0.22104096
3115,245.74147,-109.54901,119.48382,0.2773503
3116,5.502694,208.5875,133.79385,0.515473
3117,158.95683,270.729,95.541855,0.39233762
3118,-203.71516,259.5054,136.00012,0.42041615
3119,-348.48053,-73.07324,78.69755,0.28007057
3120,-262.54916,-125.194954,67.617775,0.5441355
3121,180.77843,102.650925,25.039162,0.45612484
3122,-209.87622,-404.19528,44.66264,0.5493108
3123,-32.305252,358.65753,119.01323,0.4120931
3124,-106.12302,-208.69945,23.456982,0.60012513
3125,312.02567,-61.5624,31.427952,0.5817355
3126,245.1549,-378.5114,123.30523,0.23352283
3127,-92.864334,-41.6914,115.91484,0.42100784
3128,-172.57028,-245.32681,107.15238,0.59372663
3129,360.86224,-327.91003,62.29468,0.52408653
3130,-263.93124,246.19742,76.93644,0.59989625
3131,125.17383,128.83792,87.85094,0.20250347
3132,22.427872,315.9462,105.21963,0.7014003
3133,-52.212368,-118.766716,115.80231,0.23488373
3134,288.4724,278.78067,23.675446,0.65131134
3135,-314.4917,353.3186,87.89645,0.28231105
3136,-226.9164,39.486324,79.89556,0.48815167
3137,352.24554,-72.74044,106.35035,0.4631024
3138,-112.66456,254.47527,49.52312,0.6956475
3139,42.99142,10.005773,83.2359,0.6401941
3140,273.1359,143.77368,22.199505,0.5945553
3141,51.81444,106.21048,89.675545,0.3868739
3142,4.2186956,-376.87494,94.13073,0.37889713
3143,-45.2435,44.96328,129.40292,0.62761307
3144,-325.78238,-331.06342,123.75416,0.52988446
3145,159.32762,175.38593,47.00989,0.64665014
3146,-194.3321,297.17334,26.07703,0.46616814
3147,250.55887,326.9679,98.38624,0.20250347
3148,-202.60992,279.19458,30.370495,0.20250347
3149,394.28592,264.25092,64.522224,0.3790914
3150,-385.7381,-147.5668,33.291584,0.21559086
3151,-110.671745,339.49847,64.94002,0.20250347
3152,89.97697,370.66843,47.62572,0.5285376
3153,-363.16962,-127.93339,74.835014,0.40072846
3154,6.5942864,336.33398,129.74298,0.38463435
3155,-283.92126,-301.22476,135.47499,0.20250347
3156,341.75635,316.45844,32.759808,0.23881784
3157,273.50723,64.78828,120.880196,0.40277204
3158,-10.048474,-342.76724,41.09739,0.43029848
3159,-73.388824,-336.57394,103.47691,0.6256765
3160,-73.47398,7.6936836,131.11858,0.6945275
3161,75.3116,-399.97415,66.8669,0.44421488
3162,350.25006,-153.59763,105.862144,0.6379863
3163,9.474581,168.98654,30.39763,0.3255031
3164,301.95428,48.639275,76.52866,0.20250347
3165,-326.71198,180.53891,112.884285,0.41383
3166,-336.31427,374.70993,47.124737,0.3843474
3167,385.66476,-143.88815,79.23321,0.33692244
3168,-287.03958,375.49326,56.157265,0.5939046
3169,409.2528,-207.24411,47.473213,0.23916712
3170,234.29277,-221.12474,49.12177,0.3917005
3171,-337.13577,-372.12308,68.39977,0.20250347
3172,217.53363,11.296443,80.71176,0.33428174
3173,-273.16602,-375.27722,109.278656,0.63061506
3174,-19.6,-356.91977,145.52039,0.3110436
3175,324.2445,296.58316,127.45057,0.58846235
3176,-282.9785,-189.32506,44.030773,0.69579095
3177,175.00938,-249.3362,133.8984,0.47680515
3178,110.630745,22.51692,30.162525,0.5835692
3179,270.05106,60.9409,102.39014,0.5295547
3180,-365.74606,201.51988,23.66447,0.62874126
3181,-406.3506,320.95523,52.294167,0.6211173
3182,-76.77515,-21.570196,91.35777,0.40517235
3183,-150.13062,-153.78409,41.679558,0.35214138
3184,-277.5896,-270.48117,21.14377,0.5594796
3185,-377.12302,258.84064,35.879314,0.68163264
3186,-250.31932,-127.62157,120.74721,0.44531485
3187,-105.16808,111.987404,107.54992,0.58222467
3188,-129.72668,-272.3935,66.81574,0.20250347
3189,-20.745243,341.37122,26.523504,0.44950947
3190,222.77313,93.26878,24.262947,0.4825761
3191,-67.20055,-129.12999,45.486412,0.44282013
3192,211.73946,340.82916,111.51051,0.6255248
3193,-132.78856,233.01196,124.837204,0.68592656
3194,247.59386,125.484795,129.25038,0.5018878
3195,186.69806,155.93741,84.874115,0.50238836
3196,248.60196,268.23828,52.43712,0.20250347
3197,-87.20246,-317.91052,61.226063,0.49801162
3198,-387.29065,223.0619,60.384724,0.5091254
3199,363.81473,294.42902,135.23468,0.51723
3200,-199.13287,-120.699844,35.80226,0.56882584
3201,373.47342,-222.40591,112.1374,0.20250347
3202,-238.19894,-410.7392,92.4275,0.44909868
3203,-215.17195,225.13165,44.895027,0.58210486
3204,-0.24596098,-100.1783,126.9708,0.50516456
3205,39.65861,-384.36676,126.84683,0.42466682
3206,-234.35333,-221.93538,94.46694,0.61106163
3207,-145.40363,339.2266,90.88385,0.68667537
3208,363.22574,-175.70554,120.52247,0.6396201
3209,-302.64545,-28.740917,42.084232,0.4948501
3210,132.17133,115.54696,106.2121,0.59567744
3211,166.71576,54.689907,80.44854,0.5747917
3212,-418.47418,-14.621578,35.444344,0.6042065
3213,82.441,36.859737,111.99726,0.39071867
3214,-200.51286,-210.7247,19.57524,0.2769089
3215,-60.85061,358.2636,57.774223,0.42215607
3216,66.94693,-401.60513,72.97156,0.5432783
3217,36.68477,369.28918,126.80602,0.56173664
3218,326.30295,-51.58609,31.96193,0.6056603
3219,84.511505,-182.3505,58.37403,0.46365047
3220,-170.95728,-271.1132,145.6082,0.42136326
3221,-369.33673,145.46097,130.8107,0.39005452
3222,291.1736,340.06467,128.37805,0.6772225
3223,174.64471,265.21777,104.894035,0.5303134
3224,175.32472,-271.70255,155.00497,0.5655811
3225,217.88411,-371.94022,29.691914,0.59886587
3226,68.04533,296.66525,105.93465,0.39958996
3227,60.988434,-345.4286,129.82014,0.62020576
3228,171.58527,258.24622,131.0284,0.68360823
3229,243.7702,-148.71286,99.96472,0.6522396
3230,327.14935,85.14812,55.04298,0.60736555
3231,345.11627,373.91306,90.33588,0.42662388
3232,114.3725,-127.72363,81.88949,0.20250347
3233,-174.93034,178.72264,69.84909,0.39699295
3234,-349.92026,-298.62836,54.492634,0.3369506
3235,-370.70392,341.9393,33.683792,0.42972156
3236,106.64923,-119.82181,122.90605,0.69722956
3237,151.28387,71.17278,135.72897,0.24007487
3238,34.503796,-235.56213,30.978775,0.6854086
3239,-282.93613,315.94138,132.11362,0.59787905
3240,-343.6,-293.17093,32.28761,0.68575364
3241,324.5151,246.26436,76.07357,0.59767026
3242,-389.55432,-154.56169,54.93188,0.48866507
3243,11.168143,319.20038,117.23985,0.6837156
3244,-78.8732,-10.763899,119.10962,0.48134333
3245,200.99141,-356.41663,102.97619,0.5757028
3246,-92.48899,200.77046,66.702614,0.39058116
3247,-395.51086,-100.166,95.37965,0.47667578
3248,281.8181,-343.30338,113.175316,0.63746935
3249,-349.2396,105.040375,69.326035,0.68542457
3250,381.38077,17.986448,108.47144,0.5898484
3251,93.956795,264.39816,69.045715,0.634068
3252,19.707888,-86.847244,42.684937,0.20250347
3253,-70.355286,122.70155,41.418076,0.5859698
3254,290.71225,-197.57452,55.560577,0.20250347
3255,-276.88254,-327.45767,79.79657,0.6266711
3256,194.68935,-301.29984,51.257763,0.5478264
3257,347.42392,27.947187,70.038704,0.69258076
3258,364.83505,190.64851,116.688095,0.6701645
3259,237.60527,-221.70183,144.32556,0.5556602
3260,-274.57196,-331.6234,126.99793,0.4842047
3261,-181.55522,244.77975,113.67957,0.47085533
3262,368.45782,44.66885,74.05137,0.408982
3263,28.045935,-151.43375,92.59213,0.69849914
3264,65.76022,326.28134,134.02336,0.6591664
3265,-366.92804,83.295364,139.56491,0.52031195
3266,-380.8031,110.14123,52.8682,0.45107383
3267,-132.13248,-198.28024,126.440445,0.6429797
3268,-309.47708,-87.3355,99.948074,0.6576153
3269,-154.99025,-191.22585,126.3667,0.53440404
3270,394.76862,119.038284,117.278114,0.46786955
3271,287.426,397.84045,117.47788,0.38189086
3272,-279.6145,-343.11713,41.69685,0.44749418
3273,-176.51482,-71.01379,133.67213,0.20250347
3274,-220.76251,-273.53336,109.313484,0.45478997
3275,32.789795,237.24184,79.127625,0.7147678
3276,159.87221,292.7403,65.141655,0.44471043
3277,-25.32688,276.14346,130.99327,0.47676715
3278,66.15669,-280.10883,94.22971,0.42177853
3279,266.52097,216.551,101.726585,0.64974505
3280,262.4857,-70.7115,21.632078,0.40615723
3281,355.7896,-327.7573,78.95637,0.48504698
3282,397.93542,-118.45769,59.549747,0.4363556
3283,-375.1287,183.60843,69.033356,0.20250347
3284,338.47473,250.19846,81.82659,0.5545549
3285,-42.419926,-43.296543,23.662897,0.39825344
3286,-343.57697,-194.60454,111.16324,0.51872563
3287,224.15076,39.084522,95.68325,0.43854564
3288,345.8875,385.70926,91.41368,0.56319284
3289,282.04666,-375.35953,118.16451,0.32048526
3290,64.81443,73.63834,63.01508,0.5637517
3291,27.102873,360.8205,64.404045,0.20906764
3292,221.1887,-168.31888,23.410637,0.44091964
3293,-101.56315,340.69672,50.66161,0.52829915
3294,303.8086,361.04712,126.128914,0.40801093
3295,-232.19936,-228.08408,116.63945,0.5021894
3296,-100.85661,117.63366,70.03454,0.62823457
3297,-15.157444,-287.1269,139.19865,0.6189901
3298,331.97122,-82.97919,56.736282,0.5672201
3299,193.6025,-6.472238,63.03762,0.6467805
3300,43.006195,210.56082,120.27291,0.6075045
3301,21.493395,-249.48738,114.51035,0.49971414
3302,325.99417,396.28998,85.82136,0.38276008
3303,-217.24403,35.98678,49.68281,0.645
3304,-154.11961,82.63625,106.172005,0.4615367
3305,218.16335,151.5939,51.478928,0.5795632
3306,-241.37369,121.28969,136.12517,0.5326464
3307,-59.56148,347.49213,109.92353,0.4789985
3308,-82.11171,96.10967,79.81931,0.20250347
3309,-286.49966,-222.45122,102.467514,0.20250347
3310,-278.60193,-9.140161,142.00046,0.6746918
3311,-336.85226,-290.4948,126.56724,0.709371
3312,-325.0899,122.24023,100.54599,0.6959962
3313,-338.85138,-93.65994,43.84209,0.20250347
3314,28.600632,-161.26907,116.16742,0.6022089
3315,86.691345,-173.11514,53.03495,0.41892686
3316,-64.598946,-163.63222,101.61628,0.603987
3317,-400.30954,-265.30124,152.80272,0.5873715
3318,-252.7798,-93.64786,109.33376,0.5589272
3319,-345.47296,-194.84145,123.1059,0.6611215
3320,-401.13245,-48.40397,121.93559,0.57525027
3321,83.500916,-95.770035,64.05142,0.7265985
3322,271.71997,-375.57672,103.893394,0.4103747
3323,307.31113,51.710133,32.980927,0.70248705
3324,-134.83875,-62.376637,93.54905,0.20250347
3325,253.87914,-352.9835,22.142147,0.38362083
3326,-59.905067,48.951775,64.2199,0.46868476
3327,262.78583,334.25995,87.99733,0.20250347
3328,-127.81873,123.22138,103.73926,0.20250347
3329,281.87793,-388.02396,59.853138,0.26671386
3330,299.7215,39.848698,85.33552,0.61713725
3331,394.92294,3.6310606,83.23796,0.48282585
3332,-151.24182,163.18753,25.094246,0.66513824
3333,-50.719906,74.501335,60.00452,0.61303407
3334,-233.92967,-73.08527,109.49477,0.39678416
3335,-414.3597,28.923136,37.6008,0.41660213
3336,-9.454539,-220.00525,109.72823,0.4172934
3337,209.70851,85.64851,96.37539,0.38080013
3338,-345.50827,175.35437,32.990105,0.48858938
3339,158.84125,-226.3272,59.638546,0.7142644
3340,301.94583,-359.7725,85.771545,0.20250347
3341,-131.57948,-234.76382,92.86742,0.32205963
3342,-14.574156,-123.93116,50.998863,0.6508742
3343,-219.99826,97.81349,126.56897,0.4406028
3344,336.54977,385.27457,60.25787,0.5403378
3345,105.60121,-4.9796453,36.294678,0.46560603
3346,197.97975,165.60007,126.997604,0.5321043
3347,-262.46585,-321.8653,144.44232,0.5779672
3348,124.12906,-190.06381,24.59378,0.5928154
3349,-291.31552,-316.7356,57.021915,0.63940567
3350,174.46362,160.39735,106.744484,0.47110915
3351,-5.6303954,252.87273,44.731346,0.676498
3352,-146.7906,125.82644,24.255718,0.31748483
3353,-109.760254,-42.7204,44.132355,0.5511624
3354,173.52098,-251.24811,22.76011,0.6262209
3355,124.79052,-272.6629,87.39387,0.522835
3356,-194.75458,361.30643,140.38655,0.56932443
3357,117.37894,24.74273,42.500496,0.70052576
3358,292.1414,352.93765,89.5649,0.66539633
