id,X,Y,M,V
2991,-85.61667,-336.69272,28.569506,0.23368861
2992,-178.16649,121.74729,56.59283,0.19903156
2993,292.8736,-123.204834,110.40159,0.2011536
2994,-296.26755,350.11368,94.13562,0.5810276
2995,-384.78058,-259.09506,118.22774,0.39661175
2996,-80.17928,-364.63165,52.443764,0.39831102
2997,146.06075,-64.07438,40.87922,0.8438749
2998,-348.33124,73.56466,138.20514,0.50959927
2999,-200.352,-148.57173,139.85728,0.8269342
3000,-270.16754,53.355194,74.38379,0.42171943
3001,-234.29025,-153.4183,138.58508,0.35244948
3002,350.3839,-332.02856,113.737816,0.5885367
3003,-16.221016,-212.54309,71.246635,0.40622184
3004,-333.39276,-365.9702,119.11909,0.614385
3005,239.39261,316.41605,158.3295,0.21279436
3006,342.79788,-175.80302,137.20123,0.60168153
3007,-147.52411,119.86538,27.519316,0.6045228
3008,-51.739193,103.21522,151.35011,0.5865894
3009,-161.77744,355.3147,134.1995,0.40586072
3010,-117.930916,270.87512,49.561428,0.19776368
3011,122.43929,8.986414,149.0856,0.9368372
3012,-342.3666,239.62178,151.97868,0.34960446
3013,196.26123,-269.28693,114.37675,0.20538469
3014,-402.7173,-201.5504,63.246326,0.80690694
3015,-256.74268,395.50418,99.30888,0.7744132
3016,-245.34258,338.7125,33.48921,0.80954444
3017,113.64659,-154.97473,128.48314,0.39650837
3018,40.204826,211.34183,55.05831,0.5679297
3019,60.80968,-55.594246,39.78498,0.66807395
3020,-384.0883,151.2085,158.13068,0.7842498
3021,-320.29147,125.484535,111.74253,0.20557073
3022,-375.74918,178.63599,65.36408,0.39941934
3023,78.179634,-96.357376,102.71599,0.5484906
3024,-11.556542,-346.78674,61.024723,0.7688882
3025,325.51956,389.70532,55.412014,0.8132997
3026,-149.59935,400.81412,124.29306,0.61838436
3027,-96.188965,332.24243,95.67821,0.7035306
3028,-315.94092,119.07121,147.64369,0.20389774
3029,156.57611,-18.949894,156.89569,0.20481573
3030,-228.73746,289.3517,79.01191,0.39479762
3031,399.96573,98.032845,67.87956,0.6023512
3032,-137.59105,-331.8747,136.90767,0.922349
3033,210.05194,294.80948,163.90373,0.7825805
3034,-176.99733,-161.56601,45.842896,0.8645389
3035,341.3193,-4.31684,154.08174,0.59603304
3036,-44.260777,386.09323,114.48158,0.81126744
3037,131.35674,-89.90043,159.26619,0.41891006
3038,-333.69077,-109.75746,136.3154,0.9391788
3039,-98.03939,291.54205,24.609896,0.6831865
3040,-300.64432,-120.42112,46.51893,0.6462251
3041,8.157946,-265.38275,121.298416,0.20018922
3042,-27.37498,186.20125,86.67523,0.6138809
3043,14.456115,87.184845,48.92877,0.40147507
3044,-84.950066,-0.13198042,38.585007,0.9417041
3045,-364.47076,263.89056,129.90134,0.7882968
3046,169.1726,307.4564,90.223404,0.67028594
3047,364.68427,-84.015755,152.35513,0.3845636
3048,147.953,348.13654,63.973515,0.79906726
3049,69.90097,-214.71222,170.25838,0.61214566
3050,-318.25327,-46.409466,51.393,0.8971366
3051,14.500132,343.50436,33.99783,0.2352953
3052,-258.00253,-290.62363,152.94287,0.29002425
3053,-56.312054,-103.32863,124.59831,0.59851646
3054,-286.8139,205.79167,93.35366,0.47976115
3055,197.53734,49.289482,72.914635,0.46341938
3056,-148.92467,376.23773,116.54953,0.20173845
3057,364.55722,199.98735,61.5511,0.39393777
3058,42.848946,-203.24373,119.35972,0.6012835
3059,79.0612,-65.25045,87.16864,0.20214446
3060,205.09077,98.0946,122.69536,0.26995233
3061,-109.63956,-15.704843,75.81432,0.9553221
3062,-60.9682,-138.74547,83.59306,0.7964833
3063,321.03317,312.0005,128.82088,0.31756774
3064,275.476,-65.98245,35.952873,0.1996183
3065,-363.8584,270.87982,93.5386,0.88521266
3066,-60.825783,-373.96722,143.67706,0.586015
3067,-20.665712,359.30917,41.971478,0.8356927
3068,33.021263,178.63864,25.04555,0.80396116
3069,-11.075697,-70.34769,24.824131,0.39506924
3070,-30.549246,21.837185,114.25712,0.20737056
3071,364.51547,-237.25606,104.06768,0.78388685
3072,232.73987,-208.93036,87.87426,0.8697051
3073,266.04205,231.73889,74.47905,0.88932616
3074,140.12839,-178.17372,97.68779,0.8030257
3075,183.32977,-79.659836,166.1631,0.6042706
3076,-367.87842,-320.34204,95.754005,0.23666061
3077,-14.371679,284.04135,173.41724,0.6463835
3078,-370.87387,-227.4862,87.12082,0.6274644
3079,100.707436,316.00772,28.13264,0.61976147
3080,134.82613,221.02245,134.96042,0.19803725
3081,-115.770454,96.99597,38.49499,0.59142107
3082,-44.537025,339.4608,92.87586,0.36484575
3083,382.80017,238.03026,47.93719,0.78995585
3084,-148.21564,23.066032,53.47745,0.40363798
3085,-58.188644,-201.67198,84.8456,0.8809091
3086,-329.51505,331.50394,45.567944,0.6094719
3087,178.77458,-329.04736,153.89977,0.47931868
3088,322.34854,191.34348,157.75844,0.29677638
3089,172.49802,353.76093,68.78004,0.44885218
3090,146.79195,-397.86365,128.60196,0.54594684
3091,262.4527,-174.9276,107.57397,0.39950445
3092,-134.7074,263.45276,131.82732,0.7032922
3093,-186.5137,-395.11444,94.74382,0.32350215
3094,-375.3757,171.77309,141.59364,0.5708731
3095,159.15804,147.38824,87.10746,0.7851203
3096,168.01085,-180.67978,81.12085,0.38902578
3097,-114.48639,-53.28437,124.220566,0.8866278
3098,217.10143,-390.38776,76.64649,0.7089378
3099,-282.86148,-146.09946,50.530434,0.40149322
3100,59.04149,400.99408,135.60641,0.8508996
3101,193.4112,401.5328,128.94423,0.4129431
3102,-243.12134,-171.46643,77.660286,0.9620747
3103,290.80118,-44.62763,69.466064,0.20288543
3104,238.60655,25.335106,122.93722,0.84463686
3105,350.3385,344.75473,124.155075,0.7981776
3106,-131.42075,252.688,137.39925,0.20455581
3107,267.92352,-180.5584,157.27184,0.21440925
3108,266.6689,-190.42139,25.245058,0.7856153
3109,175.65472,66.969955,87.04193,0.96686494
3110,103.22466,-326.24307,42.690037,0.34434378
3111,52.959763,-33.117783,125.55346,0.82241666
3112,-82.44596,-385.77136,81.21845,0.77219385
3113,350.04575,-313.01523,102.22286,0.80564743
3114,-302.7204,295.0015,133.32918,0.20161839
3115,215.53664,-96.4296,136.28476,0.3291112
3116,13.808654,202.51486,164.48293,0.5926456
3117,146.46631,259.23892,107.5061,0.39547104
3118,-174.12071,266.79205,159.91487,0.40507978
3119,-321.43768,-52.741634,84.71063,0.33172572
3120,-255.93344,-126.38865,79.83208,0.61942136
3121,191.2343,86.774796,24.418978,0.5542203
3122,-184.42984,-387.6783,52.66759,0.66078603
3123,6.63375,376.8982,131.39264,0.3876797
3124,-83.7287,-186.3712,24.848804,0.7268762
3125,294.10742,-58.248062,33.461113,0.74132144
3126,225.7389,-371.72858,132.76134,0.25875637
3127,-85.9946,-43.572865,136.847,0.40184352
3128,-152.64363,-250.34239,120.20327,0.75418794
3129,380.15347,-291.693,68.998344,0.6007026
3130,-265.8349,232.61563,88.01855,0.7580297
3131,133.15784,119.34587,96.86176,0.19849351
3132,47.668823,292.41058,126.26985,0.94572556
3133,-54.06633,-96.842316,135.24545,0.24422142
3134,282.8949,269.7642,24.423862,0.79588836
3135,-284.71167,327.88998,98.44879,0.25257552
3136,-203.417,38.933765,93.78745,0.61168337
3137,336.5113,-66.66218,116.56449,0.5506723
3138,-98.69454,249.10301,57.5217,0.8439024
3139,35.710056,7.327748,93.06016,0.826467
3140,266.41916,135.54773,24.254269,0.7897806
3141,50.983,104.691216,98.36613,0.39673063
3142,-26.381147,-389.48328,101.71218,0.37191972
3143,-40.387775,30.492935,157.76572,0.7931892
3144,-312.1637,-375.43314,147.03288,0.60889894
3145,165.00493,150.73146,50.883724,0.79527605
3146,-203.84636,303.61783,26.945919,0.57695735
3147,223.12221,286.93146,110.24688,0.20048395
3148,-189.64468,262.55438,25.944351,0.2047549
3149,384.10056,247.72198,72.17307,0.35797372
3150,-377.003,-131.62941,39.120533,0.28958872
3151,-107.9242,333.61746,64.260185,0.21016553
3152,104.60097,388.6422,53.185158,0.6354594
3153,-361.57828,-113.8411,81.002464,0.39633042
3154,38.11811,337.1891,146.92699,0.38519526
3155,-227.10648,-313.30273,141.75168,0.2519496
3156,327.34586,285.7413,32.516922,0.21890566
3157,268.8452,56.537018,140.40811,0.40271267
3158,-31.429918,-338.42322,48.11845,0.42226827
3159,-84.69421,-318.71274,115.82914,0.8175957
3160,-75.42649,0.38946673,153.93309,0.9371668
3161,61.610348,-365.97842,75.614555,0.48581693
3162,325.59998,-145.25417,122.50702,0.80975115
3163,9.209938,166.4059,31.033648,0.28516406
3164,303.6917,46.888763,81.01183,0.19996627
3165,-306.51633,168.68863,129.45473,0.39838365
3166,-304.89697,353.38135,49.915646,0.3995621
3167,363.64554,-126.23586,89.59871,0.2980144
3168,-255.9317,397.3937,66.810524,0.7215838
3169,384.9046,-179.99562,49.764523,0.26150382
3170,236.51855,-209.96811,52.8232,0.40067714
3171,-303.73325,-397.77728,65.247536,0.2234815
3172,210.83253,3.2509017,90.08732,0.34888756
3173,-265.17392,-390.6745,124.416534,0.7844854
3174,-52.026814,-327.37845,161.62292,0.30217943
3175,321.6596,290.8954,156.15082,0.7604438
3176,-285.46106,-186.85326,53.974514,0.87463045
3177,174.63158,-252.60677,148.26598,0.5991451
3178,115.551216,9.355566,33.83455,0.69633573
3179,270.47464,58.025547,118.1295,0.60156095
3180,-335.53366,172.25053,25.917469,0.79947907
3181,-376.06985,278.49408,61.807396,0.7887751
3182,-58.604546,-33.375477,105.50821,0.39401293
3183,-131.32874,-167.27197,47.6158,0.3046851
3184,-239.13017,-294.8352,24.989067,0.7206005
3185,-357.11832,230.81345,46.461926,0.83589107
3186,-226.2768,-138.24702,140.1757,0.46497905
3187,-93.29929,96.070755,126.40301,0.74896646
3188,-107.24612,-247.13411,64.73403,0.20054424
3189,38.2616,349.28247,27.855513,0.54068613
3190,220.02876,80.79912,24.778122,0.60199094
3191,-62.789993,-116.767204,51.50339,0.4879229
3192,177.70697,334.10504,124.36351,0.7890718
3193,-118.872765,233.61664,147.58566,0.85250336
3194,241.9253,109.13227,155.05457,0.6105977
3195,192.76414,143.61168,96.69755,0.6016539
3196,229.88991,245.80266,52.329338,0.20068985
3197,-91.110954,-291.28714,69.27744,0.59855294
3198,-361.23737,208.70943,72.415634,0.5771728
3199,363.66437,281.6517,159.62956,0.59359705
3200,-185.60284,-121.61415,46.382042,0.6575573
3201,363.9796,-177.21008,118.94191,0.2206862
3202,-218.60703,-402.53323,104.66542,0.45630726
3203,-216.80089,208.44083,49.63779,0.67781967
3204,-0.65011203,-91.68844,158.30788,0.594351
3205,38.411865,-377.87155,141.7058,0.42056027
3206,-214.05423,-229.02084,102.74814,0.79394627
3207,-133.09886,331.31104,98.32732,0.84460735
3208,348.70898,-169.46909,131.39537,0.79841906
3209,-266.81174,-27.500912,50.68599,0.61959183
3210,162.5105,106.4946,126.23674,0.78109694
3211,171.04411,37.36803,91.41425,0.71299154
3212,-388.99652,-8.170973,44.652637,0.7998776
3213,77.26093,31.003056,130.24962,0.4054109
3214,-154.65591,-229.57117,24.970093,0.30949196
3215,-43.52129,364.5437,64.83816,0.41352576
3216,70.69343,-399.01755,81.01485,0.6137313
3217,67.46292,376.70483,141.36,0.7196929
3218,318.06082,-54.741997,35.55875,0.7700481
3219,100.0284,-181.91588,62.792175,0.5171509
3220,-164.80301,-261.04208,159.96863,0.40858302
3221,-344.7788,146.56142,157.80763,0.40043083
3222,278.83002,311.46127,161.54593,0.82860535
3223,155.67876,252.57199,121.32101,0.6136643
3224,179.60187,-270.9089,174.04443,0.76437026
3225,204.77707,-362.8172,36.387707,0.77080125
3226,84.9993,284.37332,120.53441,0.40532565
3227,66.825745,-334.1454,145.2266,0.7929376
3228,149.91154,252.83386,148.57417,0.91882217
3229,227.97552,-149.74751,116.749275,0.8331168
3230,324.8524,90.32374,65.589806,0.77354485
3231,326.66553,342.24316,104.146904,0.41529164
3232,122.04527,-122.69289,86.377594,0.20739901
3233,-158.42484,160.17128,78.01543,0.3943967
3234,-317.0437,-289.04984,60.02802,0.3541788
3235,-358.8842,294.2565,38.491375,0.45077804
3236,123.99063,-118.277664,142.98492,0.884835
3237,155.78633,64.45334,164.31003,0.2733104
3238,31.397745,-232.36475,43.859505,0.9151403
3239,-285.98938,301.8413,163.58282,0.7724732
3240,-308.24567,-295.97314,43.181713,0.9245712
3241,336.34467,235.21591,86.20967,0.75549865
3242,-374.34894,-145.11488,64.06896,0.6235969
3243,23.658072,308.8907,137.67683,0.9136918
3244,-76.4195,-17.872114,142.13564,0.61584383
3245,207.95491,-369.30328,117.115364,0.73890907
3246,-72.61228,182.83673,75.63352,0.38400185
3247,-394.63635,-89.82668,110.16371,0.57424724
3248,296.25098,-341.62143,128.3559,0.84698886
3249,-310.7447,98.29185,82.35403,0.85036135
3250,383.43787,30.761827,132.26357,0.7692931
3251,98.415886,244.92671,81.29612,0.8028707
3252,32.35076,-86.73191,47.32656,0.20254117
3253,-58.132133,114.58236,48.56303,0.7022343
3254,274.1868,-165.14423,55.083588,0.19908883
3255,-253.16304,-359.2462,91.32297,0.77610785
3256,190.87386,-298.3857,58.4927,0.65604264
3257,336.5933,40.27827,77.8846,0.85185754
3258,375.03006,188.85559,133.42143,0.8788317
3259,234.36552,-234.02202,159.94818,0.61056525
3260,-270.68073,-355.6134,153.54352,0.58786243
3261,-167.42412,245.8484,137.51134,0.5503418
3262,360.31702,58.073338,81.67274,0.39501426
3263,34.283146,-149.69002,108.955025,0.94757605
3264,77.40032,318.9543,151.92146,0.8276869
3265,-322.48694,67.20803,168.54721,0.59455633
3266,-332.8914,109.63397,62.562824,0.5196927
3267,-120.46693,-196.5701,153.59047,0.80981225
3268,-303.93784,-73.07023,119.45354,0.83047485
3269,-146.7576,-191.37962,144.08424,0.61493963
3270,392.39874,133.93036,140.36041,0.5567558
3271,274.5454,375.4623,132.75458,0.38193327
3272,-237.84467,-372.14536,48.846992,0.4323886
3273,-162.18088,-65.07211,150.8807,0.19894826
3274,-199.01375,-279.55136,117.792076,0.5486014
3275,35.532185,217.61066,86.558846,0.88355434
3276,154.18097,282.43906,72.28028,0.52013266
3277,24.717678,273.56165,148.71104,0.5941458
3278,82.5675,-271.31616,102.98925,0.40721804
3279,264.29507,212.86343,119.75771,0.81617886
3280,254.70331,-66.501854,24.856182,0.4049987
3281,377.84204,-304.55652,83.47839,0.60157025
3282,377.42987,-125.3923,66.24234,0.48419732
3283,-345.21198,164.868,71.75817,0.21695513
3284,345.89563,239.62483,96.73985,0.6243878
3285,-22.854008,-50.939537,25.097498,0.39650196
3286,-342.44836,-191.91733,119.98003,0.610257
3287,207.45062,25.282408,106.77064,0.41882226
3288,329.8109,363.82367,106.65497,0.61374384
3289,308.5056,-353.32263,137.05371,0.30323496
3290,66.605034,64.35854,68.19522,0.6079561
3291,64.663376,372.04205,63.252254,0.26519415
3292,232.0976,-163.79327,24.717356,0.4236755
3293,-87.89073,343.9309,56.16325,0.6152136
3294,303.44672,333.89502,155.90942,0.3968125
3295,-196.44885,-261.2619,127.06412,0.6130599
3296,-87.09719,110.24114,85.11846,0.78348935
3297,-45.20012,-285.06473,157.09378,0.77361876
3298,325.12854,-96.701904,62.870186,0.64870954
3299,183.40146,-23.05486,71.86348,0.8164108
3300,41.3606,189.19746,143.34814,0.80474156
3301,26.115826,-247.66428,132.69344,0.5919022
3302,304.74478,356.76053,96.27825,0.3946924
3303,-167.01503,27.785181,61.769146,0.8021454
3304,-141.22546,66.573235,123.609245,0.49924827
3305,227.63194,134.80405,56.25475,0.6457319
3306,-225.67459,109.858055,163.32037,0.60649854
3307,-39.245544,355.18695,124.42017,0.5910181
3308,-53.777317,84.65316,85.14389,0.19695848
3309,-238.78664,-227.9843,108.30854,0.20276926
3310,-258.0074,0.3932738,171.54002,0.88273144
3311,-321.7275,-316.59018,142.10005,0.9044868
3312,-292.9578,112.67202,115.24231,0.9101892
3313,-318.92105,-74.51788,48.362804,0.20405698
3314,53.94837,-167.10239,144.00159,0.71277744
3315,103.53727,-169.68077,60.937218,0.39987722
3316,-52.086388,-145.72562,120.73754,0.7528903
3317,-372.06494,-240.55864,167.65456,0.741855
3318,-255.47905,-75.04242,128.69547,0.6589708
3319,-344.73938,-196.67305,133.24316,0.82931423
3320,-368.10107,-41.50484,144.22166,0.69394064
3321,85.30094,-85.66992,74.56912,0.9136889
3322,280.80597,-381.3046,121.04413,0.3982213
3323,298.88364,51.61305,38.825867,0.8419193
3324,-124.6541,-63.949554,99.93123,0.20238872
3325,274.04327,-347.7805,24.499376,0.38798213
3326,-58.401894,43.91238,71.28991,0.5491729
3327,240.57326,291.83038,98.18027,0.20772488
3328,-111.68528,101.2975,117.79737,0.19808117
3329,287.21213,-372.4674,63.280144,0.2799945
3330,294.56207,38.181652,97.851326,0.7838091
3331,381.04193,-8.495476,97.6308,0.5945948
3332,-161.04996,170.09332,25.458735,0.8345493
3333,-44.874336,64.62301,67.78545,0.7933034
3334,-199.0436,-71.27109,123.594864,0.3961872
3335,-366.12634,32.31941,46.448368,0.39958867
3336,-11.775562,-208.12317,130.87958,0.40461168
3337,195.70451,60.12664,111.5576,0.3609221
3338,-319.2267,153.16495,38.38637,0.6125243
3339,160.3891,-220.2133,68.76457,0.9464632
3340,327.7404,-313.52747,92.69636,0.238092
3341,-114.312775,-218.44553,102.360435,0.31057796
3342,-16.83699,-103.553055,59.436073,0.8131128
3343,-201.66666,86.68538,156.06226,0.44065982
3344,300.11548,361.31332,69.12611,0.5938534
3345,103.93117,-14.800355,45.469738,0.5431087
3346,205.25157,150.75359,152.57367,0.61633813
3347,-227.96083,-327.68103,156.08502,0.7305827
3348,138.94948,-190.35352,24.62778,0.7679888
3349,-295.8695,-351.76666,67.31448,0.81358826
3350,173.65413,140.32748,124.44787,0.5748742
3351,28.277607,233.82481,50.26991,0.8790549
3352,-137.6293,102.278854,24.56025,0.25872794
3353,-96.22129,-58.17864,52.138374,0.6028945
3354,172.45763,-248.6426,25.942331,0.78949034
3355,128.97107,-262.32974,96.29294,0.59194225
3356,-191.4324,367.65198,158.40593,0.71613866
3357,128.55112,17.408665,47.358925,0.90774894
3358,277.11212,331.63666,102.75314,0.8373191
